Security Id,Security Name
SIGMA,Sigma Solve Ltd
SIGNATURE,Signatureglobal (India) Ltd
SIGNETIND,Signet Industries Limited
SIKA,SIKA INTERPLANT SYSTEMS LTD.
SIKOZY,Sikozy Realtors Limited
SILINV,SIL INVESTMENTS LTD.
SRSOLTD,Silicon Rental Solutions Ltd
SILVOAK,SILVER OAK (INDIA) LTD.
SILVERO,SILVER OAK COMMERCIAL LTD.
SILVERPRL,Silver Pearl Hospitality & Luxury Spaces Ltd
SILVERTUC,Silver Touch Technologies Ltd
SIMBHALS,Simbhaoli Sugars Ltd
SIMMOND,SIMMONDS MARSHALL LTD.
SIMPLEXCAS,SIMPLEX CASTINGS LTD.
SIMPLEXINF,SIMPLEX INFRASTRUCTURES LTD.
SIMPLXMIL,SIMPLEX MILLS COMPANY LTD.
SIMPLXPAP,SIMPLEX PAPERS LTD.
SIMPLXREA,SIMPLEX REALTY LTD.
SIMRAN,SIMRAN FARMS LTD.
SINCLAIR,SINCLAIRS HOTELS LTD.-$
SINDHUTRAD,Sindhu Trade Links Limited
SINDUVA,SINDU VALLEY TECHNOLOGIES LTD.
SINGER,SINGER INDIA LTD.
SINNAR,SINNAR BIDI UDYOG LTD.
SSLEL,SIR SHADI LAL ENTERPRISES LTD.
SIRCA,Sirca Paints India Ltd
SIROHIA,Sirohia & Sons Ltd
SIS,SIS Ltd
SITAENT,SITA ENTERPRISES LTD.
SITINET,Siti Networks Ltd
SIYSIL,SIYARAM SILK MILLS LTD.-$
SIZEMASTER,Sizemasters Technology Ltd
SJCORP,SJ CORPORATION LTD.
SJVN,SJVN Ltd
SKIEL,SK International Export Ltd
SKFINDIA,SKF India Ltd
SKIL,SKIL Infrastructure Ltd
SKIPPER,Skipper Ltd
SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LTD.
SKPSEC,SKP SECURITIES LTD.
SKYGOLD,Sky Gold Ltd
SKYIND,SKY INDUSTRIES LTD.-$
SKYLMILAR,SKYLINE MILLARS LTD.
SMAUTO,SM Auto Stamping Ltd
SMARTFIN,Smart Finsec Ltd
SMARTLINK,Smartlink Holdings Ltd
SMCREDT,SMC CREDITS LTD.
SMCGLOBAL,SMC Global Securities Ltd
SMIFS,SMIFS CAPITAL MARKETS LTD.
SMFIL,Smiths & Founders (India) Limited
SMLISUZU,SML ISUZU LIMITED
SMRUTHIORG,Smruthi Organics Ltd
SMSLIFE,SMS Lifesciences India Ltd
SMSPHARMA,SMS PHARMACEUTICALS LTD.
SNL,SNL BEARINGS LTD.
SNOWMAN,Snowman Logistics Ltd
SOBHA,Sobha Limited
SOBME,SOBHAGYA MERCHANTILE LTD.
SOFCOM,Sofcom Systems Ltd
SOFTBPO,SOFTBPO GLOBAL SERVICES LTD.
SOFTRAKV,SOFTRAK VENTURE INVESTMENT LTD.
SOFTSOL,SOFTSOL INDIA LTD.
SOFTTECH,Softtech Engineers Ltd
SOLARINDS,SOLAR INDUSTRIES INDIA LTD.
SOLARA,Solara Active Pharma Sciences Ltd
SOLIDSTON,SOLID STONE COMPANY LTD.
SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.
SODFC,SOM DATT FINANCE CORPORATION LTD.
SDBL,SOM DISTILLERIES & BREWERIES LTD.
SOMATEX,SOMA TEXTILES & INDUSTRIES LTD.
SOMANYCERA,SOMANY CERAMICS LTD.
SOMICONV,SOMI CONVEYOR BELTINGS LTD.
SONACOMS,Sona BLW Precision Forgings Ltd
SONALAD,SONAL ADHESIVES LTD.
SONAL,Sonal Mercantile Ltd
SONALIS,Sonalis Consumer Products Ltd
SONATSOFTW,SONATA SOFTWARE LTD.
SML,Soni Medicare Ltd
STRAEXPO,Sophia Traexpo Ltd
SOURCEIND,SOURCE INDUSTRIES (INDIA) LTD.
SOURCENTRL,SOURCE NATURAL FOODS & HERBAL SUPPL LTD.
SAENTER,SOUTH ASIAN ENTERPRISES LTD.
STHINPA,SOUTH INDIA PAPER MILLS LTD.
SOUTHBANK,SOUTH INDIAN BANK LTD.
SOUTHWEST,South West Pinnacle Exploration Ltd
ZSOUTGAS,SOUTHERN GAS LTD.
SOUTHERNIN,Southern Infosys Ltd
SOUTLAT,SOUTHERN LATEX LTD.
SOUTHMG,SOUTHERN MAGNESIUM & CHEMICALS LTD.
SPIC,SOUTHERN PETROCHEMICALS LTD.
SOVERDIA,SOVEREIGN DIAMONDS LTD.
SPCAPIT,SP CAPITAL FINANCING LTD.
SPACAPS,SPA Capital Services Ltd
SPACEINCUBA,Space Incubatrics Technologies Ltd
SDL,Span Divergent Ltd-$
SPANDANA,Spandana Sphoorty Financial Ltd
SPAR,Sparc Electrex Ltd
SPECIALITY,SPECIALITY RESTAURANTS LTD.
SPECTRA,SPECTRA INDUSTRIES LTD.
SPECFOOD,SPECTRUM FOODS LTD.
ZSPEEDCO,SPEEDAGE COMMERCIALS LTD.
SPELS,SPEL SEMICONDUCTOR LTD.
SPENCER,Spencers Retail Ltd
SPENTA,SPENTA INTERNATIONAL LTD.
SPENTEX,SPENTEX INDUSTRIES LTD.
SPICEISL,SPICE ISLANDS APPARELS LTD.-$
SPICEJET,SPICEJET LTD.
SPLIL,SPL INDUSTRIES LTD.
SPMLINFRA,SPML Infra Limited
SPORTKING,Sportking India Ltd
SPRAYKING,Sprayking Agro Equipment Ltd
SPS,SPS Finquest Ltd
SPSINT,SPS INTERNATIONAL LTD.
SPVGLOBAL,SPV Global Trading Ltd
SFPIL,Square Four Projects India Limited
SREEJAYA,SREE JAYALAKSHMI AUTOSPIN LTD.
SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.
SRECR,SREECHEM RESINS LTD.
SREEL,SREELEATHERS LTD.
SRESTHA,Srestha Finvest Ltd
SRF,SRF LTD.
SRGHFL,SRG HOUSING FINANCE LTD.
SABTN,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.
AMARNATH,Sri Amarnath Finance Ltd
HAVISHA,Sri Havisha Hospitality And Infrastructure Ltd
SRIKPRIND,SRI KPR INDUSTRIES LTD.
SLSTLQ,SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.-$
SRINACHA,SRI NACHAMMAI COTTON MILLS LTD.-$
SRMCL,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.-$
SRMENERGY,SRM ENERGY LTD.
SRUSTEELS,SRU Steels Ltd
SSPDL,SSPDL LTD.-$
SSPNFIN,SSPN Finance Ltd
STDBAT,STANDARD BATTERIES LTD.
STANCAP,STANDARD CAPITAL MARKETS LTD.
SIL,STANDARD INDUSTRIES LTD.
STDSHOE,STANDARD SHOE SOLE AND MOULD (INDIA) LTD.
STDSFAC,STANDARD SURFACTANTS LTD.
STANPACK,STANPACKS (INDIA) LTD.
STANROS,STANROSE MAFATLAL INVESTMENTS AND FINANCE LTD.
STARCEMENT,Star Cement Ltd
STARDELTA,Star Delta Transformers Ltd
STARHEALTH,Star Health and Allied Insurance Company Ltd
STARHFL,Star Housing Finance Ltd
STARPAPER,STAR PAPER MILLS LTD.
STARCOM,Starcom Information Technology Ltd
STARLENT,Starlineps Enterprises Ltd
STARLIT,Starlit Power Systems Ltd
STARLITE,STARLITE COMPONENTS LTD.
STARLOG,Starlog Enterprises Ltd
STARTECK,Starteck Finance Ltd
SBIN,STATE BANK OF INDIA
STCINDIA,STATE TRADING CORPORATION OF INDIA LTD.
SAIL,STEEL AUTHORITY OF INDIA LTD.
STEELXIND,STEEL EXCHANGE INDIA LTD.
STLSTRINF,STEEL STRIPS INFRASTRUCTURES LTD.
SSWL,STEEL STRIPS WHEELS LTD.-$
STEELCAS,STEELCAST LTD.
STML,Steelman Telecom Ltd
STEL,STEL Holdings Ltd
STELLANT,STELLANT SECURITIES (INDIA) LTD.
STELLAR,Stellar Capital Services Ltd
STEP2COR,STEP TWO CORPORATION LTD.
STEPHANOTIS,Stephanotis Finance Ltd
SWSOLAR,Sterling and Wilson Renewable Energy Ltd
STRGRENWO,STERLING GREEN WOODS LTD.
STRLGUA,STERLING GUARANTY & FINANCE LTD.
STERPOW,Sterling Powergensys Limited
STERTOOLS,STERLING TOOLS LTD.-$
STLTECH,STERLITE TECHNOLOGIES LTD.
SGL,STL GLOBAL LTD.
STOVEKRAFT,Stove Kraft Ltd
STOVACQ,STOVEC INDUSTRIES LTD.
STRATMONT,Stratmont Industries Ltd
STAR,Strides Pharma Science Ltd
STURDY,STURDY INDUSTRIES LTD.
STYLAMIND,Stylam Industries Limited
STYRENIX,Styrenix Performance Materials Ltd
SUBEX,SUBEX LTD.
SUBSM,SUBHASH SILK MILLS LTD.
SUBROS,SUBROS LTD.
SUDAI,SUDAL INDUSTRIES LTD.
SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES LTD.
SUDARSHAN,Sudarshan Pharma Industries Ltd
SUDIN,SUDEV INDUSTRIES LTD.
SUDTIND-B,SUDITI INDUSTRIES LTD.
SUERYAAKNI,Sueryaa Knitwear Ltd
SUGALDAM,SUGAL & DAMANI SHARE BROKERS LTD.
SUJALA,Sujala Trading & Holdings Ltd
SUKHJITS,SUKHJIT STARCH & CHEMICALS LTD.-$
SULA,Sula Vineyards Ltd
SULABEN,SULABH ENGINEERS & SERVICES LTD.
SUMEDHA,SUMEDHA FISCAL SERVICES LTD.
SUMEETINDS,SUMEET INDUSTRIES LTD.-$
SUMERUIND,SUMERU INDUSTRIES LTD.
SUMICHEM,Sumitomo Chemical India Ltd
SUMMITSEC,SUMMIT SECURITIES LTD.
SUMUKA,Sumuka Agro Industries Ltd
SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.
SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LTD.
SUNRETAIL,Sun Retail Ltd
SUNTV,SUN TV NETWORK LTD.
SCTL,Suncare Traders Ltd
SUNCITYSY,SUNCITY SYNTHETICS LTD.
SUNDRMBRAK,SUNDARAM BRAKE LININGS LTD.
SUNDARMFIN,SUNDARAM FINANCE LTD.
SUNDARAM,SUNDARAM MULTI PAP LTD.
SUNDRMFAST,SUNDRAM FASTENERS LTD.
SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.
SUNGOLD,SUNGOLD CAPITAL LTD.
SMEL,Sungold Media and Entertainment Ltd
SUNILAGR,SUNIL AGRO FOODS LTD.-$
SUNLOC,Sunil Healthcare Ltd
SUNILTX,SUNIL INDUSTRIES LTD.
SUNITATOOL,Sunita Tools Ltd
SUNRAJDI,SUNRAJ DIAMOND EXPORTS LTD.
SEML,Sunrise Efficient Marketing Ltd
SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.
SUNSHIEL,SUNSHIELD CHEMICALS LTD.
SCL,Sunshine Capital Ltd
SUNTECK,SUNTECK REALTY LTD.
SUPERBAK,SUPER BAKERS (INDIA) LTD.
SUCROSA,SUPER CROP SAFE LTD.
SKL,Super Fine Knitters Ltd
SUPER,SUPER SALES INDIA LTD.-$
SUPERSPIN,SUPER SPINNING MILLS LTD.
SUPTANERY,Super Tannery Limited
SUPERHOUSE,SUPERHOUSE LTD.
SUPERIOR,Superior Finlease Ltd
SIEL,Superior Industrial Enterprises Limited
SUPERSHAKT,Supershakti Metaliks Ltd
SUPERTEX,SUPERTEX INDUSTRIES LTD.
SUPRAPFSL,Supra Pacific Financial Services Ltd
SUPRATRE,Supra Trends Limited
SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$
SUPREME,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.
SUPREMEIND,SUPREME INDUSTRIES LTD.
SUPREMEINF,SUPREME INFRASTRUCTURE INDIA LTD.
SPLPETRO,SUPREME PETROCHEM LTD.
SUPRIYA,Supriya Lifescience Ltd
SURJIND,SURAJ INDUSTRIES LTD.
SURAJLTD,SURAJ LTD.-$
SURAJ,SURAJ PRODUCTS LTD.
SURANASOL,Surana Solar Limited
SURANAT&P,Surana Telecom And Power Limited
SURATRAML,Surat Trade and Mercantile Ltd
SBGLP,Suratwwala Business Group Ltd
SURBHIN,SURBHI INDUSTRIES LTD.
SURYAINDIA,Surya India Ltd
SURYAROSNI,SURYA ROSHNI LTD.
SURYAAMBA,SURYAAMBA SPINNING MILLS LTD.
SURYALAXMI,SURYALAKSHMI COTTON MILLS LTD.
SURYALA,SURYALATA SPINNING MILLS LTD.-$
SURYVANSP,SURYAVANSHI SPINNING MILLS LTD.-$
SURFI,SURYO FOODS & INDUSTRIES LTD.
SURYODAY,Suryoday Small Finance Bank Ltd
SUTLEJTEX,SUTLEJ TEXTILES & INDUSTRIES LTD.
SUUMAYA,Suumaya Corporation Ltd
SUVEN,SUVEN LIFE SCIENCES LTD.
SUVENPHAR,Suven Pharmaceuticals Ltd
SICL,Suvidha Infraestate Corporation Limited
SUVIDHAA,Suvidhaa Infoserve Ltd
SGFRL,Suyog Gurbaxani Funicular Ropeways Ltd
SUYOG,Suyog Telematics Ltd
SUZLON,SUZLON ENERGY LTD.
SVAINDIA,SVA INDIA LTD.
SVAMSOF,SVAM SOFTWARE LTD.
ZSVARAJT,SVARAJ TRADING & AGENCIES LTD.
SNIM,Svarnim Trade Udyog Ltd
SVCIND,SVC INDUSTRIES Ltd
SVPGLOB,SVP Global Textiles Ltd
SVS,SVS Ventures Ltd
SW1,SW Investments Ltd
SWADEIN,SWADESHI INDUSTRIES LEASING CO.LTD.
SWADPOL,SWADESHI POLYTEX LTD.
SWAGTAM,Swagtam Trading & Services Ltd
SWANENERGY,SWAN ENERGY LTD.
SWARAJENG,SWARAJ ENGINES LTD.
SWRNASE,SWARNA SECURITIES LTD.
SWARNSAR,Swarnsarita Jewels India Ltd
SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd
SWASTIVI,SWASTI VINAYAKA SYNTHETICS LTD.
ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.
SWASTIKA,SWASTIKA INVESTMART LTD.
SWATIPRO,Swati Projects Ltd
SWELECTES,Swelect Energy Systems Limited-$
SWISSMLTRY,Swiss Military Consumer Goods Ltd
SWITCHTE,SWITCHING TECHNOLOGIES GUNTHER LTD.
SWOEF,SWOJAS ENERGY FOODS LTD.
SWORDEDGE,Sword-Edge Commercials Limited
SYBLY,SYBLY INDUSTRIES LTD.-$
SYLPH,SYLPH TECHNOLOGIES LTD.
SYMBIOX,Symbiox Investment & Trading Company Ltd
SYMPHONY,Symphony Limited
SYNCOMF,SYNCOM FORMULATIONS (INDIA) LTD.-$
SGIL,Synergy Green Industries Ltd
SYNGENE,Syngene International Ltd
SYNTHFO,SYNTHIKO FOILS LTD.
SYRMA,Syrma SGS Technology Ltd
SYSCHEM,SYSCHEM (INDIA) LTD.
SYSTMTXC,SYSTEMATIX CORPORATE SERVICES LTD.
SYTIXSE,SYSTEMATIX SECURITIES LTD.
TIGLOB,T & I GLOBAL LTD.
TDPOWERSYS,T D POWER SYSTEMS LTD.
TTL,T T LTD.-$
TSPIRITUAL,T.SPIRITUAL WORLD LTD.
TAALENT,TAAL Enterprises Ltd
TAAZAINT,Taaza International Ltd
TAHMARENT,Tahmar Enterprises Ltd
TAIIND,TAI INDUSTRIES LTD.-$
TAINWALCHM,TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.
TAJGVK,TAJGVK HOTELS & RESORTS LTD.
TAKE,TAKE SOLUTIONS LTD.
TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LTD.
TALBROSENG,Talbros Engineering Ltd
TAMBOLIIN,Tamboli Industries Ltd
TNPL,TAMIL NADU NEWSPRINT & PAPERS LTD.
TMB,Tamilnad Mercantile Bank Ltd
TNPETRO,TAMILNADU PETROPRODUCTS LTD.
TNSTLTU,TAMILNADU STEEL TUBES LTD.
TNTELE,TAMILNADU TELECOMMUNICATIONS LTD.
TANAA,TANEJA AEROSPACE & AVIATION LTD.-$
TANFACIND,TANFAC INDUSTRIES LTD.-$
TANLA,Tanla Platforms Ltd
TCLCONS,TANTIA CONSTRUCTIONS LTD.
TANVI,Tanvi Foods (India) Ltd
TAPARIA,TAPARIA TOOLS LTD.
TARAI,TARAI FOODS LTD.
TARAPUR,Tarapur Transformers Ltd
TARC,Tarc Ltd
TARINI,Tarini International Ltd
TARMAT,TARMAT LTD.
TARSONS,Tarsons Products Ltd
TASHIND,TASHI INDIA LTD.
TASTYBIT,TASTY BITE EATABLES LTD.
TDSL,Tasty Dairy Specialities Ltd
TATACHEM,TATA CHEMICALS LTD.
TATACOFFEE,TATA COFFEE LTD.
TATACOMM,TATA COMMUNICATIONS LTD.
TCS,TATA CONSULTANCY SERVICES LTD.
TATACONSUM,Tata Consumer Products Ltd
TATAELXSI,TATA ELXSI LTD.
TATAINVEST,TATA INVESTMENT CORPORATION LTD.
TATAMETALI,TATA METALIKS LTD.
TATAMTRDVR,Tata Motors  Ltd - DVR
TATAMOTORS,TATA MOTORS LTD.
TATAPOWER,TATA POWER CO.LTD.
TATASTLLP,Tata Steel Long Products Ltd
TATASTEEL,TATA STEEL LTD.
TTML,TATA TELESERVICES (MAHARASHTRA) LTD.
TATIAGLOB,TATIA GLOBAL VENNTURE LTD.
TATVA,Tatva Chintan Pharma Chem Ltd
TAVERNIER,Tavernier Resources Limi
TRL,Taylormade Renewables Ltd
TATAYODOGA,TAYO ROLLS LTD.-$
TCC,TCC Concept Ltd
TCFCFINQ,TCFC FINANCE LTD.
TCIEXP,TCI Express Ltd
TCIFINANCE,TCI FINANCE LTD.
TCIIND,TCI INDUSTRIES LTD.
TCMLMTD,TCM LTD.
TCNSBRANDS,TCNS Clothing Co. Ltd
TCPLPACK,TCPL PACKAGING LTD.-$
TEAMLEASE,TeamLease Services Ltd
TPHQ,Teamo Productions HQ Ltd
TECHM,TECH MAHINDRA LTD.
TECHIN,TECHINDIA NIRMAN LIMITED
TECHKGREEN,Techknowgreen Solutions Ltd
TECHNOE,Techno Electric & Engineering Company Ltd
TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.
TECHCON,TECHNOJET CONSULTANTS LTD.
TECHNOPACK,Technopack Polymers Ltd
TECHNVISN,TECHNVISION VENTURES LTD.
TRELCHE-B,TECIL CHEMICALS & HYDRO POWER LTD.
TEEAI,TEESTA AGRO INDUSTRIES LTD.
TEGA,Tega Industries Ltd
TEJASNET,Tejas Networks Ltd
TEJASSVI,Tejassvi Aaharam Ltd
TEJNAKSH,Tejnaksh Healthcare Ltd
TELECANOR,TELECANOR GLOBAL LTD.
TELESYS,TELESYS SOFTWARE LTD.
TERASOFT,TERA SOFTWARE LTD.
TERAI,TERAI TEA CO.LTD.
TERRAFORM,TERRAFORM MAGNUM LTD.
TERRAREAL,Terraform Realstate Limited
TEXELIN,TEXEL INDUSTRIES LTD.
TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDINGS LTD.
TEXRAIL,TEXMACO RAIL & ENGINEERING LTD.
TEXMOPIPES,TEXMO PIPES & PRODUCTS LTD.
TGBHOTELS,TGB BANQUETS AND HOTELS LTD.
TGVSL,TGV Sraac Ltd
THACKER,THACKER & CO.LTD.
THAKDEV,THAKKERS DEVELOPERS LTD.
THAKKERS,Thakkers Group Ltd
THAKRAL,THAKRAL SERVICES (INDIA) LTD.
THAMBBI,THAMBBI MODERN SPINNING MILLS LTD.
THANGAMAYL,Thangamayil Jewellery Ltd
ANUP,The Anup Engineering Ltd
THEBYKE,THE BYKE HOSPITALITY LTD.
HITECHGEAR,The Hi-Tech Gears Ltd
IWP,The Indian Wood Products Company Ltd
THEINVEST,The Investment Trust Of India Ltd
NIACL,The New India Assurance Company Ltd
PHOENIXLTD,The Phoenix Mills Ltd
PHOSPHATE,The Phosphate Company Ltd
RAMCOCEM,The Ramco Cements Limited
YSL,The Yamuna Syndicate Ltd
THEMISMED,THEMIS MEDICARE LTD.
THERMAX,THERMAX LTD.
THINKINK,Thinkink Picturez Ltd
TPROJECT,Thirani Projects Ltd
THIRDFIN,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.
TIRUMALCHM,THIRUMALAI CHEMICALS LTD.
THOMASCOOK,THOMAS COOK (INDIA) LTD.
THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED
THYROCARE,Thyrocare Technologies Ltd
TIAANC,Tiaan Consumer Ltd
TIDEWATER,TIDE WATER OIL (INDIA) LTD.
TIERRA,Tierra Agrotech Ltd
TIGERLOGS,Tiger Logistics (India) Ltd
TIJARIA,TIJARIA POLYPIPES LTD.
TIL,TIL LTD.
TILAK,Tilak Ventures Ltd
TI,TILAKNAGAR INDUSTRIES LTD.-$
TIMETECHNO,TIME TECHNOPLAST LTD.
TIMESGREEN,Times Green Energy (India) Ltd
TIMESGTY,TIMES GUARANTY LTD.
TIMEX,TIMEX GROUP INDIA LTD.-$
TIMKEN,TIMKEN INDIA LTD.
TINEAGRO,Tine Agro Ltd
TINNARUBR,Tinna Rubber and Infrastructure Limited
TINNATFL,Tinna Trade Ltd
TINPLATE,TINPLATE COMPANY OF INDIA LTD.
TIPSFILMS,Tips Films Ltd
TIPSINDLTD,TIPS INDUSTRIES LTD.
TIRTPLS,TIRTH PLASTIC LTD.
TFLL,Tirupati Finlease Ltd
TIRUFOAM,Tirupati Foam Ltd
TIRSARJ,TIRUPATI SARJAN LTD.
TIRUSTA,TIRUPATI STARCH & CHEMICALS LTD.
TTIL,Tirupati Tyres Ltd
TITAANIUM,Titaanium Ten Enterprise Ltd
TITAGARH,Titagarh Rail Systems Ltd
TITANBIO,TITAN BIOTECH LTD.
TITAN,Titan Company Limited
TITANIN,Titan Intech Ltd
TITANSEC,TITAN SECURITIES LTD.
TVOLCON,TIVOLI CONSTRUCTION LTD.
TMTIND-B1,TMT (INDIA) LTD.
TOKYOFIN,TOKYO FINANCE LTD.
TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.
TORNTPHARM,TORRENT PHARMACEUTICALS LTD.
TORNTPOWER,TORRENT POWER LTD.
TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LTD.
TOYAMSL,Toyam Sports Ltd
TPLPLAST,TPL PLASTECH LTD.
TRACXN,Tracxn Technologies Ltd
TRADEWELL,Tradewell Holdings Ltd
TIHIL,Trans India House Impex Ltd
TRANSFRE,TRANS-FREIGHT CONTAINERS LTD.
TRANSCHEM,TRANSCHEM LTD.-$
TRANSCOR,TRANSCORP INTERNATIONAL LTD.
TRIL,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.
TRABI,TRANSGENE BIOTEK LTD.
TRANSFD,TRANSGLOBE FOODS LTD.
TREL,Transindia Real Estate Ltd
TRANOCE,TRANSOCEANIC PROPERTIES LTD.
TRANSPEK,TRANSPEK INDUSTRY LTD.-$
TCI,TRANSPORT CORPORATION OF INDIA LTD.
TRANSVOY,Transvoy Logistics India Ltd
TFL,TRANSWARRANTY FINANCE LTD.
TREEHOUSE,TREE HOUSE EDUCATION & ACCESSORIES LTD.
TREJHARA,Trejhara Solutions Ltd
TRENT,TRENT LTD.
TRESCON,Trescon Ltd
TRF,TRF LTD.-$
TBZ,TRIBHOVANDAS BHIMJI ZAVERI LTD.
TRICOMFRU,Tricom Fruit Products Limited
TLL,Trident Lifeline Ltd
TRIDENT,TRIDENT LTD.
TTFL,Trident Texofab Ltd
TRIGYN,TRIGYN TECHNOLOGIES LTD.
TRILIANCE,Triliance Polymers Ltd
TRIMURTHI,Trimurthi Ltd
TRINITYLEA,TRINITY LEAGUE INDIA LTD.
TRIOMERC,TRIO MERCANTILE & TRADING LTD.
TRIPR,TRIOCHEM PRODUCTS LTD.
TRISHAKT,TRISHAKTI ELECTRONICS & INDUSTRIES LTD.
TRITON,TRITON CORP.LTD.
TRITONV,TRITON VALVES LTD.
TRIVENI,TRIVENI ENGINEERING & INDUSTRIES LTD.
TRIVENIENT,Triveni Enterprises Ltd
TRIVENIGQ,TRIVENI GLASS LTD.-$
TRITURBINE,TRIVENI TURBINE LTD.
TRU,TruCap Finance Ltd
TTIENT,TTI Enterprise Ltd
TTKHEALTH,TTK HEALTHCARE LTD.-$
TTKPRESTIG,TTK PRESTIGE LTD.
TTLEL,TTL Enterprises Ltd
TIINDIA,Tube Investments of India Ltd
TULASEEBIOE,TULASEE BIO-ETHANOL LTD.
TULIVE,Tulive Developers Limited
TULSYAN,TULSYAN NEC LTD.-$
TUNITEX,TUNI TEXTILE MILLS LTD.
TUTIALKA,Tuticorin Alkali Chemicals And Fertilizers Ltd
TVTODAY,TV TODAY NETWORK LTD.
TVVISION,TV Vision Ltd
TV18BRDCST,TV18 BROADCAST LTD.
TVSELECT,TVS ELECTRONICS LTD.
TVSHLTD,TVS Holdings Ltd
TVSMOTOR,TVS MOTOR COMPANY LTD.
TVSSRICHAK,TVS SRICHAKRA LTD.-$
TVSSCS,TVS Supply Chain Solutions Ltd
21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.
TWIROST,TWIN ROSES TRADES & AGENCIES LTD.
TWINSTAR,Twinstar Industries Limited
TYCHE,TYCHE INDUSTRIES LTD.
TFSL,Typhoon Financial Services Ltd
TYROON,TYROON TEA CO.LTD.
UHZAVERI,U. H. Zaveri Ltd
UYFINCORP,U. Y. Fincorp Ltd
UPHOT,U.P.HOTELS LTD.
UCAL,Ucal  Ltd
UCOBANK,UCO BANK
UDAICEMENT,UDAIPUR CEMENT WORKS LTD.
UDAYJEW,Uday Jewellery Industries Ltd
USK,Udayshivakumar Infra Ltd
UFLEX,UFLEX LTD.
UFO,UFO Moviez India Ltd
UGARSUGAR,UGAR SUGAR WORKS LTD.-$
UGROCAP,Ugro Capital Ltd
UJJIVAN,Ujjivan Financial Services Ltd
UJJIVANSFB,Ujjivan Small Finance Bank Ltd
ULTRACAB,Ultracab (India) Ltd
ULTRAMAR,ULTRAMARINE & PIGMENTS LTD.-$
ULTRACEMCO,ULTRATECH CEMENT LTD.
UMAEXPORTS,Uma Exports Ltd
UMANGDAIR,UMANG DAIRIES LTD.
UMIYA,Umiya Tubes Ltd
UNIABEXAL,UNI ABEX ALLOY PRODUCTS LTD.
UNICHEMLAB,UNICHEM LABORATORIES LTD.
UNICK,Unick Fix-A-Form And Printers Ltd
UCIL,Unifinz Capital India Ltd
UNIJOLL,UNIJOLLY INVESTMENTS CO.LTD.
UNIMOVR,UNIMODE OVERSEAS LTD.
UNIONBANK,UNION BANK OF INDIA
UNQTYMI,UNION QUALITY PLASTICS LTD.
UNIPARTS,Uniparts India Ltd
UNIPHOS,UNIPHOS ENTERPRISES LTD.
UNIQUEO,UNIQUE ORGANICS LTD.
UNIROYAL,UNIROYAL INDUSTRIES LTD.
UNRYLMA,UNIROYAL MARINE EXPORTS LTD.
UNISHIRE,Unishire Urban Infra Ltd
UNISON,Unison Metals Ltd
UNISTRMU,UNISTAR MULTIMEDIA LTD.
UNITINT,UNITECH INTERNATIONAL LTD.
UNITECH,UNITECH LTD.
UBL,UNITED BREWERIES LTD.-$
UNITDCR,UNITED CREDIT LTD.
UNIDT,UNITED DRILLING TOOLS LTD.
UNITEDINT,UNITED INTERACTIVE LTD.
UNTTEMI,UNITED LEASING & INDUSTRIES LTD.
UNITDSPR,UNITED SPIRITS LTD.
UNITEDTE,UNITED TEXTILES LTD.
UVDRHOR,UNITED VAN DER HORST LTD.
UNIVAFOODS,Univa Foods Ltd
UNIVARTS,UNIVERSAL ARTS LTD.
UNIAUTO,Universal Autofoundry Ltd
UNIVCABLES,UNIVERSAL CABLES LTD.
UNIOFFICE,UNIVERSAL OFFICE AUTOMATION LTD.
UNIVSTAR,UNIVERSAL STARCH-CHEM ALLIED LTD.
UNIVPHOTO,Universus Photo Imagings Ltd
UNIWORTH,UNIWORTH LTD.
UNIWSEC,UNIWORTH SECURITIES LTD.
UNJHAFOR,UNJHA FORMULATIONS LTD.
UNOMINDA,UNO Minda Ltd-$
UDS,Updater Services Ltd
